year,gender,age,country,population
2015,Female,Unknown,TH,0
2015,Female,Unknown,TJ,0
2015,Female,Unknown,TM,0
2015,Female,Unknown,UA,0
2015,Female,Unknown,UG,0
2015,Female,Unknown,US,630
2015,Female,Unknown,UZ,0
2015,Female,Unknown,Unknown,0
2015,Female,Unknown,VN,0
2015,Female,Unknown,ZZ,1593
2015,Male,0--8,AF,0
2015,Male,0--8,AL,0
2015,Male,0--8,BD,0
2015,Male,0--8,BF,0
2015,Male,0--8,BG,0
2015,Male,0--8,BO,0
2015,Male,0--8,BY,0
2015,Male,0--8,CD,0
2015,Male,0--8,CI,0
2015,Male,0--8,CN,0
2015,Male,0--8,CO,0
2015,Male,0--8,ER,0
2015,Male,0--8,GH,0
2015,Male,0--8,GN,0
2015,Male,0--8,GW,0
2015,Male,0--8,HT,0
2015,Male,0--8,ID,0
2015,Male,0--8,IN,0
2015,Male,0--8,KG,0
2015,Male,0--8,KH,0
2015,Male,0--8,KR,0
2015,Male,0--8,KZ,0
2015,Male,0--8,LA,0
2015,Male,0--8,LK,0
2015,Male,0--8,MD,92
2015,Male,0--8,MG,0
2015,Male,0--8,ML,0
2015,Male,0--8,MM,0
2015,Male,0--8,MX,0
2015,Male,0--8,NE,0
2015,Male,0--8,NG,0
2015,Male,0--8,NP,0
2015,Male,0--8,PH,0
2015,Male,0--8,RO,0
2015,Male,0--8,SL,0
2015,Male,0--8,SN,0
2015,Male,0--8,SV,0
2015,Male,0--8,TH,0
2015,Male,0--8,TJ,0
2015,Male,0--8,TM,0
2015,Male,0--8,UA,0
2015,Male,0--8,UG,0
2015,Male,0--8,US,0
2015,Male,0--8,UZ,0
2015,Male,0--8,Unknown,0
2015,Male,0--8,VN,0
2015,Male,0--8,ZZ,0
2015,Male,18--20,AF,0
2015,Male,18--20,AL,0
2015,Male,18--20,BD,0
2015,Male,18--20,BF,0
2015,Male,18--20,BG,0
2015,Male,18--20,BO,0
2015,Male,18--20,BY,0
2015,Male,18--20,CD,0
2015,Male,18--20,CI,0
2015,Male,18--20,CN,0
2015,Male,18--20,CO,0
2015,Male,18--20,ER,0
2015,Male,18--20,GH,0
2015,Male,18--20,GN,0
2015,Male,18--20,GW,0
2015,Male,18--20,HT,0
2015,Male,18--20,ID,0
2015,Male,18--20,IN,0
2015,Male,18--20,KG,0
2015,Male,18--20,KH,0
2015,Male,18--20,KR,0
2015,Male,18--20,KZ,0
2015,Male,18--20,LA,0
2015,Male,18--20,LK,0
2015,Male,18--20,MD,0
2015,Male,18--20,MG,0
2015,Male,18--20,ML,0
2015,Male,18--20,MM,43
2015,Male,18--20,MX,0
2015,Male,18--20,NE,0
2015,Male,18--20,NG,0
2015,Male,18--20,NP,0
2015,Male,18--20,PH,0
2015,Male,18--20,RO,0
2015,Male,18--20,SL,0
2015,Male,18--20,SN,0
2015,Male,18--20,SV,0
2015,Male,18--20,TH,0
2015,Male,18--20,TJ,0
2015,Male,18--20,TM,0
2015,Male,18--20,UA,0
2015,Male,18--20,UG,0
2015,Male,18--20,US,0
2015,Male,18--20,UZ,0
2015,Male,18--20,Unknown,0
2015,Male,18--20,VN,0
2015,Male,18--20,ZZ,0
2015,Male,21--23,AF,0
2015,Male,21--23,AL,0
2015,Male,21--23,BD,0
2015,Male,21--23,BF,0
2015,Male,21--23,BG,0
2015,Male,21--23,BO,0
2015,Male,21--23,BY,11
2015,Male,21--23,CD,0
2015,Male,21--23,CI,0
2015,Male,21--23,CN,0
2015,Male,21--23,CO,0
2015,Male,21--23,ER,0
2015,Male,21--23,GH,0
2015,Male,21--23,GN,0
2015,Male,21--23,GW,0
2015,Male,21--23,HT,0
2015,Male,21--23,ID,0
2015,Male,21--23,IN,0
2015,Male,21--23,KG,0
2015,Male,21--23,KH,0
2015,Male,21--23,KR,0
2015,Male,21--23,KZ,0
2015,Male,21--23,LA,0
2015,Male,21--23,LK,0
2015,Male,21--23,MD,0
2015,Male,21--23,MG,0
2015,Male,21--23,ML,0
2015,Male,21--23,MM,105
2015,Male,21--23,MX,0
2015,Male,21--23,NE,0
2015,Male,21--23,NG,0
2015,Male,21--23,NP,0
2015,Male,21--23,PH,0
2015,Male,21--23,RO,0
2015,Male,21--23,SL,0
2015,Male,21--23,SN,0
2015,Male,21--23,SV,0
2015,Male,21--23,TH,0
2015,Male,21--23,TJ,0
2015,Male,21--23,TM,0
2015,Male,21--23,UA,0
2015,Male,21--23,UG,0
2015,Male,21--23,US,0
2015,Male,21--23,UZ,0
2015,Male,21--23,Unknown,0
2015,Male,21--23,VN,0
2015,Male,21--23,ZZ,0
2015,Male,24--26,AF,0
2015,Male,24--26,AL,0
2015,Male,24--26,BD,0
2015,Male,24--26,BF,0
2015,Male,24--26,BG,0
2015,Male,24--26,BO,0
2015,Male,24--26,BY,0
2015,Male,24--26,CD,0
2015,Male,24--26,CI,0
2015,Male,24--26,CN,0
2015,Male,24--26,CO,0
2015,Male,24--26,ER,0
2015,Male,24--26,GH,0
2015,Male,24--26,GN,0
2015,Male,24--26,GW,0
2015,Male,24--26,HT,0
2015,Male,24--26,ID,0
2015,Male,24--26,IN,0
2015,Male,24--26,KG,11
2015,Male,24--26,KH,22
2015,Male,24--26,KR,0
2015,Male,24--26,KZ,0
2015,Male,24--26,LA,0
2015,Male,24--26,LK,0
2015,Male,24--26,MD,0
2015,Male,24--26,MG,0
2015,Male,24--26,ML,0
2015,Male,24--26,MM,130
2015,Male,24--26,MX,0
2015,Male,24--26,NE,0
2015,Male,24--26,NG,0
2015,Male,24--26,NP,0
2015,Male,24--26,PH,0
2015,Male,24--26,RO,0
2015,Male,24--26,SL,0
2015,Male,24--26,SN,0
2015,Male,24--26,SV,0
2015,Male,24--26,TH,0
2015,Male,24--26,TJ,0
2015,Male,24--26,TM,0
2015,Male,24--26,UA,13
2015,Male,24--26,UG,0
2015,Male,24--26,US,0
2015,Male,24--26,UZ,0
2015,Male,24--26,Unknown,0
2015,Male,24--26,VN,0
2015,Male,24--26,ZZ,0
2015,Male,27--29,AF,0
2015,Male,27--29,AL,0
2015,Male,27--29,BD,0
2015,Male,27--29,BF,0
2015,Male,27--29,BG,0
2015,Male,27--29,BO,0
2015,Male,27--29,BY,0
2015,Male,27--29,CD,0
2015,Male,27--29,CI,0
2015,Male,27--29,CN,0
2015,Male,27--29,CO,0
2015,Male,27--29,ER,0
2015,Male,27--29,GH,0
2015,Male,27--29,GN,0
2015,Male,27--29,GW,0
2015,Male,27--29,HT,0
2015,Male,27--29,ID,0
2015,Male,27--29,IN,0
2015,Male,27--29,KG,0
2015,Male,27--29,KH,30
2015,Male,27--29,KR,0
2015,Male,27--29,KZ,0
2015,Male,27--29,LA,0
2015,Male,27--29,LK,0
2015,Male,27--29,MD,0
2015,Male,27--29,MG,0
2015,Male,27--29,ML,0
2015,Male,27--29,MM,129
2015,Male,27--29,MX,0
2015,Male,27--29,NE,0
2015,Male,27--29,NG,0
2015,Male,27--29,NP,0
2015,Male,27--29,PH,0
2015,Male,27--29,RO,0
2015,Male,27--29,SL,0
2015,Male,27--29,SN,0
2015,Male,27--29,SV,0
2015,Male,27--29,TH,0
2015,Male,27--29,TJ,0
2015,Male,27--29,TM,0
2015,Male,27--29,UA,32
2015,Male,27--29,UG,0
2015,Male,27--29,US,0
2015,Male,27--29,UZ,0
2015,Male,27--29,Unknown,0
2015,Male,27--29,VN,0
2015,Male,27--29,ZZ,0
2015,Male,30--38,AF,0
2015,Male,30--38,AL,0
2015,Male,30--38,BD,11
2015,Male,30--38,BF,0
2015,Male,30--38,BG,0
2015,Male,30--38,BO,0
2015,Male,30--38,BY,24
2015,Male,30--38,CD,0
2015,Male,30--38,CI,0
2015,Male,30--38,CN,0
2015,Male,30--38,CO,0
2015,Male,30--38,ER,0
2015,Male,30--38,GH,0
2015,Male,30--38,GN,0
2015,Male,30--38,GW,0
2015,Male,30--38,HT,0
2015,Male,30--38,ID,0
2015,Male,30--38,IN,0
2015,Male,30--38,KG,15
2015,Male,30--38,KH,51
2015,Male,30--38,KR,0
2015,Male,30--38,KZ,0
2015,Male,30--38,LA,0
2015,Male,30--38,LK,0
2015,Male,30--38,MD,0
2015,Male,30--38,MG,0
2015,Male,30--38,ML,0
2015,Male,30--38,MM,385
2015,Male,30--38,MX,0
2015,Male,30--38,NE,0
2015,Male,30--38,NG,0
2015,Male,30--38,NP,0
2015,Male,30--38,PH,0
2015,Male,30--38,RO,0
2015,Male,30--38,SL,0
2015,Male,30--38,SN,0
2015,Male,30--38,SV,0
2015,Male,30--38,TH,0
2015,Male,30--38,TJ,0
2015,Male,30--38,TM,0
2015,Male,30--38,UA,100
2015,Male,30--38,UG,0
2015,Male,30--38,US,0
2015,Male,30--38,UZ,0
2015,Male,30--38,Unknown,0
2015,Male,30--38,VN,0
2015,Male,30--38,ZZ,0
2015,Male,39--47,AF,0
2015,Male,39--47,AL,0
2015,Male,39--47,BD,0
2015,Male,39--47,BF,0
2015,Male,39--47,BG,0
2015,Male,39--47,BO,0
2015,Male,39--47,BY,24
2015,Male,39--47,CD,0
2015,Male,39--47,CI,0
2015,Male,39--47,CN,0
2015,Male,39--47,CO,0
2015,Male,39--47,ER,0
2015,Male,39--47,GH,0
2015,Male,39--47,GN,0
2015,Male,39--47,GW,0
2015,Male,39--47,HT,0
2015,Male,39--47,ID,0
2015,Male,39--47,IN,0
2015,Male,39--47,KG,13
2015,Male,39--47,KH,13
2015,Male,39--47,KR,0
2015,Male,39--47,KZ,0
2015,Male,39--47,LA,0
2015,Male,39--47,LK,0
2015,Male,39--47,MD,0
2015,Male,39--47,MG,0
2015,Male,39--47,ML,0
2015,Male,39--47,MM,158
2015,Male,39--47,MX,0
2015,Male,39--47,NE,0
2015,Male,39--47,NG,0
2015,Male,39--47,NP,0
2015,Male,39--47,PH,0
2015,Male,39--47,RO,17
2015,Male,39--47,SL,0
2015,Male,39--47,SN,0
2015,Male,39--47,SV,0
2015,Male,39--47,TH,0
2015,Male,39--47,TJ,0
2015,Male,39--47,TM,0
2015,Male,39--47,UA,56
2015,Male,39--47,UG,0
2015,Male,39--47,US,0
2015,Male,39--47,UZ,11
2015,Male,39--47,Unknown,0
2015,Male,39--47,VN,0
2015,Male,39--47,ZZ,0
2015,Male,48+,AF,0
2015,Male,48+,AL,0
2015,Male,48+,BD,0
2015,Male,48+,BF,0
2015,Male,48+,BG,0
2015,Male,48+,BO,0
2015,Male,48+,BY,25
2015,Male,48+,CD,0
2015,Male,48+,CI,0
2015,Male,48+,CN,0
2015,Male,48+,CO,0
2015,Male,48+,ER,0
2015,Male,48+,GH,0
2015,Male,48+,GN,0
2015,Male,48+,GW,0
2015,Male,48+,HT,0
2015,Male,48+,ID,0
2015,Male,48+,IN,0
2015,Male,48+,KG,12
2015,Male,48+,KH,0
2015,Male,48+,KR,0
2015,Male,48+,KZ,0
2015,Male,48+,LA,0
2015,Male,48+,LK,0
2015,Male,48+,MD,0
2015,Male,48+,MG,0
2015,Male,48+,ML,0
2015,Male,48+,MM,60
2015,Male,48+,MX,0
2015,Male,48+,NE,0
2015,Male,48+,NG,0
2015,Male,48+,NP,0
2015,Male,48+,PH,0
2015,Male,48+,RO,0
2015,Male,48+,SL,0
2015,Male,48+,SN,0
2015,Male,48+,SV,0
2015,Male,48+,TH,0
2015,Male,48+,TJ,0
2015,Male,48+,TM,0
2015,Male,48+,UA,22
2015,Male,48+,UG,0
2015,Male,48+,US,0
2015,Male,48+,UZ,0
2015,Male,48+,Unknown,0
2015,Male,48+,VN,0
2015,Male,48+,ZZ,0
2015,Male,9--17,AF,14
2015,Male,9--17,AL,0
2015,Male,9--17,BD,0
2015,Male,9--17,BF,0
2015,Male,9--17,BG,0
2015,Male,9--17,BO,0
2015,Male,9--17,BY,0
2015,Male,9--17,CD,0
2015,Male,9--17,CI,0
2015,Male,9--17,CN,0
2015,Male,9--17,CO,0
2015,Male,9--17,ER,0
2015,Male,9--17,GH,0
2015,Male,9--17,GN,0
2015,Male,9--17,GW,0
2015,Male,9--17,HT,0
2015,Male,9--17,ID,0
2015,Male,9--17,IN,0
2015,Male,9--17,KG,0
2015,Male,9--17,KH,0
2015,Male,9--17,KR,0
2015,Male,9--17,KZ,0
2015,Male,9--17,LA,0
2015,Male,9--17,LK,0
2015,Male,9--17,MD,88
2015,Male,9--17,MG,0
2015,Male,9--17,ML,0
2015,Male,9--17,MM,0
2015,Male,9--17,MX,0
2015,Male,9--17,NE,0
2015,Male,9--17,NG,0
2015,Male,9--17,NP,0
2015,Male,9--17,PH,0
2015,Male,9--17,RO,0
2015,Male,9--17,SL,0
2015,Male,9--17,SN,0
2015,Male,9--17,SV,0
2015,Male,9--17,TH,0
2015,Male,9--17,TJ,0
2015,Male,9--17,TM,0
2015,Male,9--17,UA,0
2015,Male,9--17,UG,0
2015,Male,9--17,US,0
2015,Male,9--17,UZ,0
2015,Male,9--17,Unknown,0
2015,Male,9--17,VN,0
2015,Male,9--17,ZZ,0
2015,Male,Unknown,AF,0
2015,Male,Unknown,AL,0
2015,Male,Unknown,BD,0
2015,Male,Unknown,BF,0
2015,Male,Unknown,BG,0
2015,Male,Unknown,BO,0
2015,Male,Unknown,BY,0
2015,Male,Unknown,CD,0
2015,Male,Unknown,CI,0
2015,Male,Unknown,CN,0
2015,Male,Unknown,CO,0
2015,Male,Unknown,ER,0
2015,Male,Unknown,GH,0
2015,Male,Unknown,GN,0
2015,Male,Unknown,GW,0
2015,Male,Unknown,HT,0
2015,Male,Unknown,ID,0
2015,Male,Unknown,IN,0
2015,Male,Unknown,KG,0
2015,Male,Unknown,KH,0
2015,Male,Unknown,KR,0
2015,Male,Unknown,KZ,0
2015,Male,Unknown,LA,0
2015,Male,Unknown,LK,0
2015,Male,Unknown,MD,0
2015,Male,Unknown,MG,0
2015,Male,Unknown,ML,0
2015,Male,Unknown,MM,0
2015,Male,Unknown,MX,64
2015,Male,Unknown,NE,0
2015,Male,Unknown,NG,0
2015,Male,Unknown,NP,0
2015,Male,Unknown,PH,0
2015,Male,Unknown,RO,0
2015,Male,Unknown,SL,0
2015,Male,Unknown,SN,0
2015,Male,Unknown,SV,0
2015,Male,Unknown,TH,0
2015,Male,Unknown,TJ,0
2015,Male,Unknown,TM,0
2015,Male,Unknown,UA,0
2015,Male,Unknown,UG,0
2015,Male,Unknown,US,0
2015,Male,Unknown,UZ,0
2015,Male,Unknown,Unknown,0
2015,Male,Unknown,VN,0
2015,Male,Unknown,ZZ,95
2015,Unknown,0--8,AF,0
2015,Unknown,0--8,AL,0
2015,Unknown,0--8,BD,0
2015,Unknown,0--8,BF,0
2015,Unknown,0--8,BG,0
2015,Unknown,0--8,BO,0
2015,Unknown,0--8,BY,0
2015,Unknown,0--8,CD,0
2015,Unknown,0--8,CI,0
2015,Unknown,0--8,CN,0
2015,Unknown,0--8,CO,0
2015,Unknown,0--8,ER,0
2015,Unknown,0--8,GH,0
2015,Unknown,0--8,GN,0
2015,Unknown,0--8,GW,0
2015,Unknown,0--8,HT,0
2015,Unknown,0--8,ID,0
2015,Unknown,0--8,IN,0
2015,Unknown,0--8,KG,0
2015,Unknown,0--8,KH,0
2015,Unknown,0--8,KR,0
2015,Unknown,0--8,KZ,0
2015,Unknown,0--8,LA,0
2015,Unknown,0--8,LK,0
2015,Unknown,0--8,MD,0
2015,Unknown,0--8,MG,0
2015,Unknown,0--8,ML,0
2015,Unknown,0--8,MM,0
2015,Unknown,0--8,MX,0
2015,Unknown,0--8,NE,0
2015,Unknown,0--8,NG,0
2015,Unknown,0--8,NP,0
2015,Unknown,0--8,PH,0
2015,Unknown,0--8,RO,0
2015,Unknown,0--8,SL,0
2015,Unknown,0--8,SN,0
2015,Unknown,0--8,SV,0
2015,Unknown,0--8,TH,0
2015,Unknown,0--8,TJ,0
2015,Unknown,0--8,TM,0
2015,Unknown,0--8,UA,0
2015,Unknown,0--8,UG,0
2015,Unknown,0--8,US,0
2015,Unknown,0--8,UZ,0
2015,Unknown,0--8,Unknown,0
2015,Unknown,0--8,VN,0
2015,Unknown,0--8,ZZ,0
2015,Unknown,18--20,AF,0
2015,Unknown,18--20,AL,0
2015,Unknown,18--20,BD,0
2015,Unknown,18--20,BF,0
2015,Unknown,18--20,BG,0
2015,Unknown,18--20,BO,0
2015,Unknown,18--20,BY,0
2015,Unknown,18--20,CD,0
2015,Unknown,18--20,CI,0
2015,Unknown,18--20,CN,0
2015,Unknown,18--20,CO,0
2015,Unknown,18--20,ER,0
2015,Unknown,18--20,GH,0
2015,Unknown,18--20,GN,0
2015,Unknown,18--20,GW,0
2015,Unknown,18--20,HT,0
2015,Unknown,18--20,ID,0
2015,Unknown,18--20,IN,0
2015,Unknown,18--20,KG,0
2015,Unknown,18--20,KH,0
2015,Unknown,18--20,KR,0
2015,Unknown,18--20,KZ,0
2015,Unknown,18--20,LA,0
2015,Unknown,18--20,LK,0
2015,Unknown,18--20,MD,0
2015,Unknown,18--20,MG,0
2015,Unknown,18--20,ML,0
2015,Unknown,18--20,MM,0
2015,Unknown,18--20,MX,0
2015,Unknown,18--20,NE,0
2015,Unknown,18--20,NG,0
2015,Unknown,18--20,NP,0
2015,Unknown,18--20,PH,0
2015,Unknown,18--20,RO,0
2015,Unknown,18--20,SL,0
2015,Unknown,18--20,SN,0
2015,Unknown,18--20,SV,0
2015,Unknown,18--20,TH,0
2015,Unknown,18--20,TJ,0
2015,Unknown,18--20,TM,0
2015,Unknown,18--20,UA,0
2015,Unknown,18--20,UG,0
2015,Unknown,18--20,US,0
2015,Unknown,18--20,UZ,0
2015,Unknown,18--20,Unknown,0
2015,Unknown,18--20,VN,0
2015,Unknown,18--20,ZZ,0
2015,Unknown,21--23,AF,0
2015,Unknown,21--23,AL,0
2015,Unknown,21--23,BD,0
2015,Unknown,21--23,BF,0
2015,Unknown,21--23,BG,0
2015,Unknown,21--23,BO,0
2015,Unknown,21--23,BY,0
2015,Unknown,21--23,CD,0
2015,Unknown,21--23,CI,0
2015,Unknown,21--23,CN,0
2015,Unknown,21--23,CO,0
2015,Unknown,21--23,ER,0
2015,Unknown,21--23,GH,0
2015,Unknown,21--23,GN,0
2015,Unknown,21--23,GW,0
2015,Unknown,21--23,HT,0
2015,Unknown,21--23,ID,0
2015,Unknown,21--23,IN,0
2015,Unknown,21--23,KG,0
2015,Unknown,21--23,KH,0
2015,Unknown,21--23,KR,0
2015,Unknown,21--23,KZ,0
2015,Unknown,21--23,LA,0
2015,Unknown,21--23,LK,0
2015,Unknown,21--23,MD,0
2015,Unknown,21--23,MG,0
2015,Unknown,21--23,ML,0
2015,Unknown,21--23,MM,0
2015,Unknown,21--23,MX,0
2015,Unknown,21--23,NE,0
2015,Unknown,21--23,NG,0
2015,Unknown,21--23,NP,0
2015,Unknown,21--23,PH,0
2015,Unknown,21--23,RO,0
2015,Unknown,21--23,SL,0
2015,Unknown,21--23,SN,0
2015,Unknown,21--23,SV,0
2015,Unknown,21--23,TH,0
2015,Unknown,21--23,TJ,0
2015,Unknown,21--23,TM,0
2015,Unknown,21--23,UA,0
2015,Unknown,21--23,UG,0
2015,Unknown,21--23,US,0
2015,Unknown,21--23,UZ,0
2015,Unknown,21--23,Unknown,0
2015,Unknown,21--23,VN,0
2015,Unknown,21--23,ZZ,0
2015,Unknown,24--26,AF,0
2015,Unknown,24--26,AL,0
2015,Unknown,24--26,BD,0
2015,Unknown,24--26,BF,0
2015,Unknown,24--26,BG,0
2015,Unknown,24--26,BO,0
2015,Unknown,24--26,BY,0
2015,Unknown,24--26,CD,0
2015,Unknown,24--26,CI,0
2015,Unknown,24--26,CN,0
2015,Unknown,24--26,CO,0
2015,Unknown,24--26,ER,0
2015,Unknown,24--26,GH,0
2015,Unknown,24--26,GN,0
2015,Unknown,24--26,GW,0
2015,Unknown,24--26,HT,0
2015,Unknown,24--26,ID,0
2015,Unknown,24--26,IN,0
2015,Unknown,24--26,KG,0
2015,Unknown,24--26,KH,0
2015,Unknown,24--26,KR,0
2015,Unknown,24--26,KZ,0
2015,Unknown,24--26,LA,0
2015,Unknown,24--26,LK,0
2015,Unknown,24--26,MD,0
2015,Unknown,24--26,MG,0
2015,Unknown,24--26,ML,0
2015,Unknown,24--26,MM,0
2015,Unknown,24--26,MX,0
2015,Unknown,24--26,NE,0
2015,Unknown,24--26,NG,0
2015,Unknown,24--26,NP,0
2015,Unknown,24--26,PH,0
2015,Unknown,24--26,RO,0
2015,Unknown,24--26,SL,0
2015,Unknown,24--26,SN,0
2015,Unknown,24--26,SV,0
2015,Unknown,24--26,TH,0
2015,Unknown,24--26,TJ,0
2015,Unknown,24--26,TM,0
2015,Unknown,24--26,UA,0
2015,Unknown,24--26,UG,0
2015,Unknown,24--26,US,0
2015,Unknown,24--26,UZ,0
2015,Unknown,24--26,Unknown,0
2015,Unknown,24--26,VN,0
2015,Unknown,24--26,ZZ,0
2015,Unknown,27--29,AF,0
2015,Unknown,27--29,AL,0
2015,Unknown,27--29,BD,0
2015,Unknown,27--29,BF,0
2015,Unknown,27--29,BG,0
2015,Unknown,27--29,BO,0
2015,Unknown,27--29,BY,0
2015,Unknown,27--29,CD,0
2015,Unknown,27--29,CI,0
2015,Unknown,27--29,CN,0
2015,Unknown,27--29,CO,0
2015,Unknown,27--29,ER,0
2015,Unknown,27--29,GH,0
2015,Unknown,27--29,GN,0
2015,Unknown,27--29,GW,0
2015,Unknown,27--29,HT,0
2015,Unknown,27--29,ID,0
2015,Unknown,27--29,IN,0
2015,Unknown,27--29,KG,0
2015,Unknown,27--29,KH,0
2015,Unknown,27--29,KR,0
2015,Unknown,27--29,KZ,0
2015,Unknown,27--29,LA,0
2015,Unknown,27--29,LK,0
2015,Unknown,27--29,MD,0
2015,Unknown,27--29,MG,0
2015,Unknown,27--29,ML,0
2015,Unknown,27--29,MM,0
2015,Unknown,27--29,MX,0
2015,Unknown,27--29,NE,0
2015,Unknown,27--29,NG,0
2015,Unknown,27--29,NP,0
2015,Unknown,27--29,PH,0
2015,Unknown,27--29,RO,0
2015,Unknown,27--29,SL,0
2015,Unknown,27--29,SN,0
2015,Unknown,27--29,SV,0
2015,Unknown,27--29,TH,0
2015,Unknown,27--29,TJ,0
2015,Unknown,27--29,TM,0
2015,Unknown,27--29,UA,0
2015,Unknown,27--29,UG,0
2015,Unknown,27--29,US,0
2015,Unknown,27--29,UZ,0
2015,Unknown,27--29,Unknown,0
2015,Unknown,27--29,VN,0
2015,Unknown,27--29,ZZ,0
2015,Unknown,30--38,AF,0
2015,Unknown,30--38,AL,0
2015,Unknown,30--38,BD,0
2015,Unknown,30--38,BF,0
2015,Unknown,30--38,BG,0
2015,Unknown,30--38,BO,0
2015,Unknown,30--38,BY,0
2015,Unknown,30--38,CD,0
2015,Unknown,30--38,CI,0
2015,Unknown,30--38,CN,0
2015,Unknown,30--38,CO,0
2015,Unknown,30--38,ER,0
2015,Unknown,30--38,GH,0
2015,Unknown,30--38,GN,0
2015,Unknown,30--38,GW,0
2015,Unknown,30--38,HT,0
2015,Unknown,30--38,ID,0
2015,Unknown,30--38,IN,0
2015,Unknown,30--38,KG,0
2015,Unknown,30--38,KH,0
2015,Unknown,30--38,KR,0
2015,Unknown,30--38,KZ,0
2015,Unknown,30--38,LA,0
2015,Unknown,30--38,LK,0
2015,Unknown,30--38,MD,0
2015,Unknown,30--38,MG,0
2015,Unknown,30--38,ML,0
2015,Unknown,30--38,MM,0
2015,Unknown,30--38,MX,0
2015,Unknown,30--38,NE,0
2015,Unknown,30--38,NG,0
2015,Unknown,30--38,NP,0
2015,Unknown,30--38,PH,0
2015,Unknown,30--38,RO,0
2015,Unknown,30--38,SL,0
2015,Unknown,30--38,SN,0
2015,Unknown,30--38,SV,0
2015,Unknown,30--38,TH,0
2015,Unknown,30--38,TJ,0
2015,Unknown,30--38,TM,0
2015,Unknown,30--38,UA,0
2015,Unknown,30--38,UG,0
2015,Unknown,30--38,US,0
2015,Unknown,30--38,UZ,0
2015,Unknown,30--38,Unknown,0
2015,Unknown,30--38,VN,0
2015,Unknown,30--38,ZZ,0
2015,Unknown,39--47,AF,0
2015,Unknown,39--47,AL,0
2015,Unknown,39--47,BD,0
2015,Unknown,39--47,BF,0
2015,Unknown,39--47,BG,0
2015,Unknown,39--47,BO,0
2015,Unknown,39--47,BY,0
2015,Unknown,39--47,CD,0
2015,Unknown,39--47,CI,0
2015,Unknown,39--47,CN,0
2015,Unknown,39--47,CO,0
2015,Unknown,39--47,ER,0
2015,Unknown,39--47,GH,0
2015,Unknown,39--47,GN,0
2015,Unknown,39--47,GW,0
2015,Unknown,39--47,HT,0
2015,Unknown,39--47,ID,0
2015,Unknown,39--47,IN,0
2015,Unknown,39--47,KG,0
2015,Unknown,39--47,KH,0
2015,Unknown,39--47,KR,0
2015,Unknown,39--47,KZ,0
2015,Unknown,39--47,LA,0
2015,Unknown,39--47,LK,0
2015,Unknown,39--47,MD,0
2015,Unknown,39--47,MG,0
2015,Unknown,39--47,ML,0
2015,Unknown,39--47,MM,0
2015,Unknown,39--47,MX,0
2015,Unknown,39--47,NE,0
2015,Unknown,39--47,NG,0
2015,Unknown,39--47,NP,0
2015,Unknown,39--47,PH,0
2015,Unknown,39--47,RO,0
2015,Unknown,39--47,SL,0
2015,Unknown,39--47,SN,0
2015,Unknown,39--47,SV,0
2015,Unknown,39--47,TH,0
2015,Unknown,39--47,TJ,0
2015,Unknown,39--47,TM,0
2015,Unknown,39--47,UA,0
2015,Unknown,39--47,UG,0
2015,Unknown,39--47,US,0
2015,Unknown,39--47,UZ,0
2015,Unknown,39--47,Unknown,0
2015,Unknown,39--47,VN,0
2015,Unknown,39--47,ZZ,0
2015,Unknown,48+,AF,0
2015,Unknown,48+,AL,0
2015,Unknown,48+,BD,0
2015,Unknown,48+,BF,0
2015,Unknown,48+,BG,0
2015,Unknown,48+,BO,0
2015,Unknown,48+,BY,0
2015,Unknown,48+,CD,0
2015,Unknown,48+,CI,0
2015,Unknown,48+,CN,0
2015,Unknown,48+,CO,0
2015,Unknown,48+,ER,0
2015,Unknown,48+,GH,0
2015,Unknown,48+,GN,0
2015,Unknown,48+,GW,0
2015,Unknown,48+,HT,0
2015,Unknown,48+,ID,0
2015,Unknown,48+,IN,0
2015,Unknown,48+,KG,0
2015,Unknown,48+,KH,0
2015,Unknown,48+,KR,0
2015,Unknown,48+,KZ,0
2015,Unknown,48+,LA,0
2015,Unknown,48+,LK,0
2015,Unknown,48+,MD,0
2015,Unknown,48+,MG,0
2015,Unknown,48+,ML,0
2015,Unknown,48+,MM,0
2015,Unknown,48+,MX,0
2015,Unknown,48+,NE,0
2015,Unknown,48+,NG,0
2015,Unknown,48+,NP,0
2015,Unknown,48+,PH,0
2015,Unknown,48+,RO,0
2015,Unknown,48+,SL,0
2015,Unknown,48+,SN,0
2015,Unknown,48+,SV,0
2015,Unknown,48+,TH,0
2015,Unknown,48+,TJ,0
2015,Unknown,48+,TM,0
2015,Unknown,48+,UA,0
2015,Unknown,48+,UG,0
2015,Unknown,48+,US,0
2015,Unknown,48+,UZ,0
2015,Unknown,48+,Unknown,0
2015,Unknown,48+,VN,0
2015,Unknown,48+,ZZ,0
2015,Unknown,9--17,AF,0
2015,Unknown,9--17,AL,0
2015,Unknown,9--17,BD,0
2015,Unknown,9--17,BF,0
2015,Unknown,9--17,BG,0
2015,Unknown,9--17,BO,0
2015,Unknown,9--17,BY,0
2015,Unknown,9--17,CD,0
2015,Unknown,9--17,CI,0
2015,Unknown,9--17,CN,0
2015,Unknown,9--17,CO,0
2015,Unknown,9--17,ER,0
2015,Unknown,9--17,GH,0
2015,Unknown,9--17,GN,0
2015,Unknown,9--17,GW,0
2015,Unknown,9--17,HT,0
2015,Unknown,9--17,ID,0
2015,Unknown,9--17,IN,0
